"","Date","BarcodeID","SpeciesID","CountTotal","SizeMean","SizeMedian","SizeSD","BiomassTotal","Notes.x","TripID","Region","Reach","RiverMile","Collector","SampleNumber","DepthTotal","DepthSample","DepthIntegrated","GearID","TimeDay","TimeBegin","TimeElapsed","SuspendedLoad","FmUse","FiltrationEfficiency","Distance","Velocity","Volume","FlagStrange","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","Notes.y","Density","X_00060_00003"
"13",2008-03-08,"D05331","NZMS",2407,0.62,0.5,0.58,48.29,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM). Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples col","GC20080301","GrandCanyon","CRLeesFerry",0,"","8",NA,NA,1,4,"Day","10:45:00",2.4,"","Net",NA,141.63,0.98,28.71,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 42500 cfs. Original SampleID 208. Barcode retroactively assigned (2017-07-06 JDM). ",2432.85369387934,41400
"14",2008-03-09,"D05359","NZMS",76,0.53,0.5,0.29,0.57,NA,"GC20080301","GrandCanyon","CRLeesFerry",0,"","8",NA,NA,1,4,"Day","13:13:00",7.57,"","Net",NA,296.46,0.65,60.09,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 14200 cfs. Original SampleID 229. Barcode retroactively assigned (2017-07-06 JDM). ",1091.19840971896,18100
"15",2008-03-09,"D05362","NZMS",314,0.5,0.5,0,1.17,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","GC20080301","GrandCanyon","CRLeesFerry",0,"","5",NA,NA,1,4,"Day","10:18:00",7.25,"","Net",NA,297.54,0.68,60.31,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 18700 cfs. Original SampleID 228. Barcode retroactively assigned (2017-07-06 JDM). ",4491.92664788152,18100
"16",2008-03-09,"D05357","NZMS",25,0.5,0.5,0,0.09,NA,"GC20080301","GrandCanyon","CRLeesFerry",0,"","11",NA,NA,1,4,"Day","16:59:00",7.03,"","Net",NA,284.33,0.67,57.63,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 9620 cfs. Original SampleID 230. Barcode retroactively assigned (2017-07-06 JDM). ",374.26888659057,18100
"17",2008-03-13,"D05463","NZMS",12,0.54,0.5,0.14,0.06,NA,"GC20080301","GrandCanyon","CRLeesFerry",0,"","12",NA,NA,1,4,"Day","16:37:00",5.08,"","Net",NA,117.71,0.39,23.86,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 9090 cfs. Original SampleID 223. Barcode retroactively assigned (2017-07-06 JDM). ",4377.7673560325,10300
"18",2008-03-13,"D05464","NZMS",11,0.55,0.5,0.15,0.06,NA,"GC20080301","GrandCanyon","CRLeesFerry",0,"","11",NA,NA,1,4,"Day","16:28:00",5.25,"","Net",NA,130.09,0.41,26.37,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 9050 cfs. Original SampleID 222. Barcode retroactively assigned (2017-07-06 JDM). ",3630.9847688797,10300
"19",2008-03-13,"D05465","NZMS",6,0.58,0.5,0.2,0.04,NA,"GC20080301","GrandCanyon","CRLeesFerry",0,"","13",NA,NA,1,4,"Crepuscular","17:46:00",5.17,"","Net",NA,112.85,0.36,22.87,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 8830 cfs. Original SampleID 224. Barcode retroactively assigned (2017-07-06 JDM). ",2283.63640391201,10300
"20",2008-03-13,"D05453","NZMS",60,0.5,0.5,0,0.22,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","GC20080301","GrandCanyon","CRLeesFerry",0,"","6",NA,NA,1,4,"Day","10:50:00",5.27,"","Net",NA,164.87,0.52,33.42,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 12300 cfs. Original SampleID 217. Barcode retroactively assigned (2017-07-06 JDM). ",15627.3981320969,10300
"21",2008-03-13,"D05452","NZMS",64,0.52,0.5,0.11,0.29,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","GC20080301","GrandCanyon","CRLeesFerry",0,"","7",NA,NA,1,4,"Day","13:51:00",5,"","Net",NA,137.03,0.46,27.78,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 11100 cfs. Original SampleID 218. Barcode retroactively assigned (2017-07-06 JDM). ",20053.4733122026,10300
"22",2008-03-21,"D05479","NZMS",2,0.5,0.5,0,0.01,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","19",NA,NA,1,4,"Day","17:35:00",4,"","Net",NA,100.18,0.42,20.31,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 9545 cfs. Original SampleID 245. Barcode retroactively assigned (2017-07-06 JDM). ",928.917046858776,10100
"23",2008-03-21,"D05481","NZMS",10,0.6,0.5,0.21,0.07,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","15",NA,NA,1,4,"Day","16:26:00",5,"","Net",NA,116.37,0.39,23.59,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 10100 cfs. Original SampleID 241. Barcode retroactively assigned (2017-07-06 JDM). ",3998.79296771974,10100
"24",2008-03-21,"D05482","NZMS",4,0.75,0.75,0.29,0.05,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","16",NA,NA,1,4,"Day","16:34:00",5,"","Net",NA,118.6,0.4,24.04,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 10100 cfs. Original SampleID 242. Barcode retroactively assigned (2017-07-06 JDM). Net flowmeter went over 1 million clicks on this sample. Beginning and ending clicks both dropped by 900,000 to accommodate data entry (2021-02-23 JDM).",1569.57614157252,10100
"25",2008-03-21,"D05472","NZMS",13,0.54,0.5,0.14,0.06,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","4",NA,NA,1,4,"Day","10:05:00",5,"","Net",NA,130.47,0.43,26.45,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 10750 cfs. Original SampleID 234. Barcode retroactively assigned (2017-07-06 JDM). ",4636.33209607037,10100
"26",2008-03-21,"D05473","NZMS",3,0.5,0.5,0,0.01,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","5",NA,NA,1,4,"Day","10:14:00",5,"","Net",NA,123.82,0.41,25.1,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 10900 cfs. Original SampleID 235. Barcode retroactively assigned (2017-07-06 JDM). ",1127.46843954393,10100
"27",2008-03-21,"D05474","NZMS",14,0.57,0.5,0.18,0.08,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","6",NA,NA,1,4,"Day","10:22:00",5,"","Net",NA,124.22,0.41,25.18,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 11000 cfs. Original SampleID 236. Barcode retroactively assigned (2017-07-06 JDM). ",5244.8028813309,10100
"28",2008-03-21,"D05469","NZMS",0,NA,NA,NA,0,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","1",NA,NA,1,4,"Day","11:43:00",6,"","Net",NA,406.62,1.13,82.42,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Original SampleID 287. Barcode retroactively assigned (2017-07-06 JDM). ",0,10100
"29",2008-03-21,"D05476","NZMS",0,NA,NA,NA,0,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","9",NA,NA,1,4,"Day","14:15:00",5,"","Net",NA,204.55,0.68,41.46,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 11300 cfs. Original SampleID 239. Barcode retroactively assigned (2017-07-06 JDM). ",0,10100
"30",2008-03-21,"D05477","NZMS",9,1.28,0.5,1.54,1.19,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","14",NA,NA,1,4,"Day","16:18:00",5,"","Net",NA,123.23,0.41,24.98,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 10200 cfs. Original SampleID 240. Barcode retroactively assigned (2017-07-06 JDM). ",3398.65386299671,10100
"31",2008-03-21,"D05478","NZMS",18,0.5,0.5,0,0.07,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","17",NA,NA,1,4,"Day","17:18:00",5,"","Net",NA,109.29,0.36,22.15,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 9660 cfs. Original SampleID 243. Barcode retroactively assigned (2017-07-06 JDM). ",7665.767358705,10100
"32",2008-03-21,"D05486","NZMS",0,NA,NA,NA,0,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","8",NA,NA,1,4,"Day","14:06:00",5,"","Net",NA,79.68,0.27,16.15,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 11350 cfs. Original SampleID 238. Barcode retroactively assigned (2017-07-06 JDM). ",0,10100
"33",2008-03-21,"D05483","NZMS",5,1,0.5,1.12,0.3,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","1",NA,NA,1,4,"Crepuscular","07:25:00",5,"","Net",NA,91.78,0.31,18.6,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 7990 cfs. Original SampleID 231. Barcode retroactively assigned (2017-07-06 JDM). ",2535.79371259432,10100
"34",2008-03-21,"D05484","NZMS",68,0.54,0.5,0.26,0.46,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20080321","GrandCanyon","CRLeesFerry",0,"","2",NA,NA,1,4,"Day","07:34:00",5,"","Net",NA,103.48,0.34,20.98,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 8080 cfs. Original SampleID 232. Barcode retroactively assigned (2017-07-06 JDM). ",30574.5651829294,10100
"35",2008-03-21,"D05485","NZMS",9,0.5,0.5,0,0.03,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","3",NA,NA,1,4,"Day","07:42:00",5,"","Net",NA,95.68,0.32,19.39,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 8320 cfs. Original SampleID 233. Barcode retroactively assigned (2017-07-06 JDM). ",4378.46175851768,10100
"36",2008-03-21,"D05488","NZMS",11,0.5,0.5,0,0.04,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","18",NA,NA,1,4,"Day","17:27:00",5,"","Net",NA,105.34,0.35,21.35,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 9580 cfs. Original SampleID 244. Barcode retroactively assigned (2017-07-06 JDM). ",4860.17230535642,10100
"37",2008-03-21,"D05471","NZMS",168,0.52,0.5,0.09,0.72,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20080321","GrandCanyon","CRLeesFerry",0,"","3",NA,NA,1,4,"Day","11:59:00",6,"","Net",NA,389.73,1.08,79,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Original SampleID 289. Barcode retroactively assigned (2017-07-06 JDM). ",20060.3751724424,10100
"38",2008-03-21,"D05475","NZMS",10,0.55,0.5,0.16,0.05,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","7",NA,NA,1,4,"Day","13:58:00",5,"","Net",NA,126.65,0.42,25.67,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 11400 cfs. Original SampleID 237. Barcode retroactively assigned (2017-07-06 JDM). ",3674.77702019901,10100
"39",2008-03-21,"D05470","NZMS",2,1,1,0,0.04,NA,"LF20080321","GrandCanyon","CRLeesFerry",0,"","2",NA,NA,1,4,"Day","11:51:00",5,"","Net",NA,306.96,1.02,62.22,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Original SampleID 288. Barcode retroactively assigned (2017-07-06 JDM). ",303.219306038279,10100
"40",2008-04-04,"D05518","NZMS",0,NA,NA,NA,0,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","5",NA,NA,1,4,"Day","10:15:00",7,"","Net",NA,172.21,0.41,34.91,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 10500 cfs. Original SampleID 250. Barcode retroactively assigned (2017-07-06 JDM). ",0,10500
"41",2008-04-04,"D05512","NZMS",1,0.5,0.5,NA,0,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","2",NA,NA,1,4,"Day","07:58:00",9,"","Net",NA,175.68,0.33,35.61,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 8040 cfs. Original SampleID 247. Barcode retroactively assigned (2017-07-06 JDM). ",225.905286022234,10500
"42",2008-04-04,"D05513","NZMS",3,0.5,0.5,0,0.01,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","4",NA,NA,1,4,"Day","10:03:00",8,"","Net",NA,183.14,0.38,37.12,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 10250 cfs. Original SampleID 249. Barcode retroactively assigned (2017-07-06 JDM). ",650.147136469699,10500
"43",2008-04-04,"D05511","NZMS",2,0.75,0.75,0.35,0.02,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","1",NA,NA,1,4,"Day","07:42:00",5,"","Net",NA,105.5,0.35,21.38,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 7870 cfs. Original SampleID 246. Barcode retroactively assigned (2017-07-06 JDM). ",752.524530893521,10500
"44",2008-04-04,"D05516","NZMS",21,0.5,0.5,0,0.08,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","8",NA,NA,1,4,"Day","13:28:00",6,"","Net",NA,165.97,0.46,33.64,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 11600 cfs. Original SampleID 253. Barcode retroactively assigned (2017-07-06 JDM). ",5021.82615755905,10500
"45",2008-04-04,"D05517","NZMS",4,0.62,0.5,0.25,0.03,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","3",NA,NA,1,4,"Day","08:18:00",8,"","Net",NA,163.5,0.34,33.14,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 8250 cfs. Original SampleID 248. Barcode retroactively assigned (2017-07-06 JDM). ",970.970094779933,10500
"46",2008-04-04,"D05515","NZMS",3,0.5,0.5,0,0.01,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","12",NA,NA,1,4,"Crepuscular","18:27:00",5,"","Net",NA,152.79,0.51,30.97,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 10500 cfs. Original SampleID 257. Barcode retroactively assigned (2017-07-06 JDM). ",779.252880392484,10500
"47",2008-04-04,"D05519","NZMS",2,0.5,0.5,0,0.01,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","7",NA,NA,1,4,"Day","13:16:00",7,"","Net",NA,161.32,0.38,32.7,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 11700 cfs. Original SampleID 252. Barcode retroactively assigned (2017-07-06 JDM). ",492.017567905305,10500
"48",2008-04-04,"D05520","NZMS",10,0.5,0.5,0,0.04,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","9",NA,NA,1,4,"Day","13:36:00",7,"","Net",NA,166.27,0.4,33.7,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 11550 cfs. Original SampleID 254. Barcode retroactively assigned (2017-07-06 JDM). ",2387.08820037144,10500
"49",2008-04-04,"D05514","NZMS",6,0.58,0.5,0.2,0.04,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","10",NA,NA,1,4,"Crepuscular","18:05:00",6,"","Net",NA,148.11,0.41,30.02,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 10400 cfs. Original SampleID 255. Barcode retroactively assigned (2017-07-06 JDM). ",1607.82556334145,10500
"50",2008-04-04,"D05521","NZMS",0,NA,NA,NA,0,NA,"LF20080404","GrandCanyon","CRLeesFerry",0,"","6",NA,NA,1,4,"Day","10:24:00",8,"","Net",NA,194.7,0.41,39.47,FALSE,"","Foodbase",2009-03-16,NA,FALSE,"","","Discharge = 10650 cfs. Original SampleID 251. Barcode retroactively assigned (2017-07-06 JDM). ",0,10500
"51",2008-05-10,"D05600","NZMS",0,NA,NA,NA,0,NA,"LF20080510","GrandCanyon","CRLeesFerry",0,"","9",NA,NA,1,4,"Day","13:38:00",4.5,"","Net",NA,124.28,0.46,25.19,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 13900 cfs. Original SampleID 42. Barcode retroactively assigned (2017-07-06 JDM). ",0,12800
"52",2008-05-10,"D05589","NZMS",13,0.62,0.5,0.42,0.15,NA,"LF20080510","GrandCanyon","CRLeesFerry",0,"","10",NA,NA,1,4,"Day","16:48:00",4.5,"","Net",NA,129.31,0.48,26.21,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 15000 cfs. Original SampleID 43. Barcode retroactively assigned (2017-07-06 JDM). ",1771.29113425081,12800
"53",2008-05-10,"D05590","NZMS",1,1,1,NA,0.02,NA,"LF20080510","GrandCanyon","CRLeesFerry",0,"","2",NA,NA,1,4,"Day","07:27:00",7.5,"","Net",NA,37.93,0.08,7.69,TRUE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 9580 cfs. Original SampleID 35. Very few net flowmeter clicks verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM). ",464.394724704548,12800
"54",2008-05-10,"D05591","NZMS",0,NA,NA,NA,0,NA,"LF20080510","GrandCanyon","CRLeesFerry",0,"","12",NA,NA,1,4,"Day","17:06:00",3.5,"","Net",NA,100.66,0.48,20.4,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 15100 cfs. Original SampleID 45. Barcode retroactively assigned (2017-07-06 JDM). ",0,12800
"55",2008-05-10,"D05595","NZMS",2,0.5,0.5,0,0.01,NA,"LF20080510","GrandCanyon","CRLeesFerry",0,"","11",NA,NA,1,4,"Day","16:56:00",6,"","Net",NA,148.35,0.41,30.07,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 15100 cfs. Original SampleID 44. Barcode retroactively assigned (2017-07-06 JDM). ",237.525469436513,12800
"56",2008-05-10,"D05598","NZMS",0,NA,NA,NA,0,NA,"LF20080510","GrandCanyon","CRLeesFerry",0,"","6",NA,NA,1,4,"Day","11:23:00",7.5,"","Net",NA,135.74,0.3,27.51,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 11450 cfs. Original SampleID 39. Barcode retroactively assigned (2017-07-06 JDM). ",0,12800
"57",2008-05-10,"D05599","NZMS",0,NA,NA,NA,0,NA,"LF20080510","GrandCanyon","CRLeesFerry",0,"","8",NA,NA,1,4,"Day","13:29:00",5.5,"","Net",NA,144.59,0.44,29.31,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 13800 cfs. Original SampleID 41. Barcode retroactively assigned (2017-07-06 JDM). ",0,12800
"58",2008-05-10,"D05587","NZMS",2,1,1,0,0.04,NA,"LF20080510","GrandCanyon","CRLeesFerry",0,"","1",NA,NA,1,4,"Day","07:14:00",7.5,"","Net",NA,111.47,0.25,22.59,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 9580 cfs. Original SampleID 34. Barcode retroactively assigned (2017-07-06 JDM). ",316.174894464628,12800
"59",2008-05-10,"D05588","NZMS",0,NA,NA,NA,0,NA,"LF20080510","GrandCanyon","CRLeesFerry",0,"","3",NA,NA,1,4,"Day","07:40:00",7.5,"","Net",NA,92.75,0.21,18.8,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 9600 cfs. Original SampleID 36. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM). ",0,12800
"60",2008-05-10,"D05592","NZMS",0,NA,NA,NA,0,NA,"LF20080510","GrandCanyon","CRLeesFerry",0,"","7",NA,NA,1,4,"Day","13:18:00",6.5,"","Net",NA,166.22,0.43,33.69,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 13650 cfs. Original SampleID 40. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM). ",0,12800
"61",2008-06-07,"D05621","NZMS",0,NA,NA,NA,0,NA,"LF20080606","GrandCanyon","CRLeesFerry",0,"","1",NA,NA,1,4,"Day","07:21:00",5,"","Net",NA,123.39,0.41,25.01,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 10050 cfs. Original SampleID 21. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM). ",0,13300
"62",2008-06-07,"D05623","NZMS",0,NA,NA,NA,0,NA,"LF20080606","GrandCanyon","CRLeesFerry",0,"","3",NA,NA,1,4,"Day","07:37:00",5,"","Net",NA,112.85,0.38,22.87,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 10000 cfs. Original SampleID 23. Barcode retroactively assigned (2017-07-06 JDM). ",0,13300
"63",2008-06-07,"D05639","NZMS",0,NA,NA,NA,0,NA,"LF20080606","GrandCanyon","CRLeesFerry",0,"","7",NA,NA,1,4,"Day","13:15:00",6,"","Net",NA,166.24,0.46,33.7,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 13600 cfs. Original SampleID 27. Barcode retroactively assigned (2017-07-06 JDM). ",0,13300
"64",2008-06-07,"D05640","NZMS",0,NA,NA,NA,0,NA,"LF20080606","GrandCanyon","CRLeesFerry",0,"","8",NA,NA,1,4,"Day","13:23:00",5,"","Net",NA,156.07,0.52,31.64,FALSE,"","Foodbase",2009-03-17,NA,FALSE,"","","Discharge = 13750 cfs. Original SampleID 28. Barcode retroactively assigned (2017-07-06 JDM). ",0,13300
